Parameter Name,Parameter Usage,Parameter CAS Number,Parameter UOM Type,Parameter Synonym,Parameter Synonym Type
PCT Boulder,,,SUBST,Status and Trends Habitat Monitoring (STM) - Percent of all substrate-stations observed in a site with a substrate size class of small boulder (SB) or large boulder (XB).,Synonym
PCT BoulderL,,,SUBST,Status and Trends Habitat Monitoring (STM) - Percent of all substrate-stations observed in a site with a substrate size class of large boulder (XB).,Synonym
PCT BoulderS,,,SUBST,Status and Trends Habitat Monitoring (STM) - Percent of all substrate-stations observed in a site with a substrate size class of small boulder (SB).,Synonym
PCT CloseAg,Field and Lab,,SUBST,,
PCT CloseAny,Field and Lab,,SUBST,,
PCT Cobble,,,SUBST,Status and Trends Habitat Monitoring (STM) - Percent of all substrate-stations observed in a site with a substrate size class of cobble (CB).,Synonym
PCT Dry,Field and Lab,,SUBST,,
PCT Fast,Field and Lab,,SUBST,,
PCT FastNT,Field and Lab,,SUBST,,
PCT FastT,Field and Lab,,SUBST,,
PCT Fines,,,SUBST,Status and Trends Habitat Monitoring (STM) - Percent of all substrate-stations observed in a site with a substrate size class of fines (FN).,Synonym
PCT GravelC,,,SUBST,Status and Trends Habitat Monitoring (STM) - Percent of all substrate-stations observed in a site with a substrate size class of coarse gravel (GC).,Synonym
PCT GravelCx,,,SUBST,Status and Trends Habitat Monitoring (STM) - Percent of all substrate-stations observed in a site with a substrate size class of coarse gravel or larger: coarse gravel (GC) or cobble (CB) or small boulder (SB) or large boulder (XB) or smooth bedrock (RS),Synonym
PCT GravelF,,,SUBST,Status and Trends Habitat Monitoring (STM) - Percent of all substrate-stations observed in a site with a substrate size class of fine gravel (GF).,Synonym
PCT GravelFb,,,SUBST,Status and Trends Habitat Monitoring (STM) - Percent of all substrate-stations observed in a site with a substrate size class of fine gravel or below: fine gravel (GF) or sand (SA) or fines (FN).,Synonym
PCT Hardpan,,,SUBST,Status and Trends Habitat Monitoring (STM) - Percent of all substrate-stations observed in a site with a substrate size class of hardpan (HP).,Synonym
PCT Other,,,SUBST,Status and Trends Habitat Monitoring (STM) - Percent of all substrate-stations observed in a site with a substrate class of other (OT).,Synonym
PCT Pavement,,,SUBST,Status and Trends Habitat Monitoring (STM) - Percent of all substrate-stations observed in a site with a substrate size class of concrete/asphalt (RC).,Synonym
PCT Pool,Field and Lab,,SUBST,,
PCT PoolDammed,Field and Lab,,SUBST,,
PCT PoolPlunge,Field and Lab,,SUBST,,
PCT PoolScour,Field and Lab,,SUBST,,
PCT Sand,,,SUBST,Status and Trends Habitat Monitoring (STM) - Percent of all substrate-stations observed in a site with a substrate size class of sand (SA).,Synonym
PCT SandFines,,,SUBST,Status and Trends Habitat Monitoring (STM) - Percent of all substrate-stations observed in a site with a substrate size class of sand (SA) or fines (FN).,Synonym
PCT Wet,Field and Lab,,SUBST,,
PCT Wood,,,SUBST,Status and Trends Habitat Monitoring (STM) - Percent of all substrate-stations observed in a site with a substrate class of wood (WD).,Synonym
Pebulate,Lab,1114-71-2      ,SUBST,,
Pendimethalin,Lab,40487-42-1     ,SUBST,,
Penicillin G,Lab,61-33-6        ,SUBST,,
Penicillin V,Lab,87-08-1        ,SUBST,,
Pentabromodiphenyl ether,Lab,32534-81-9     ,SUBST,Pentabromobiphenyl ether,Synonym
Pentabromodiphenyl ether,Lab,32534-81-9     ,SUBST,DE-71,Trade Name
Pentabromodiphenyl ether,Lab,32534-81-9     ,SUBST,"Benzene, 1,1'-oxybis-, pentabromo deriv.",Synonym
Pentabromodiphenyl ether,Lab,32534-81-9     ,SUBST,Pentabromodiphenyl oxide,Synonym
Pentabromodiphenyl ether,Lab,32534-81-9     ,SUBST,Tardex 50,Trade Name
Pentabromodiphenyl ether,Lab,32534-81-9     ,SUBST,Bromkal 70,Trade Name
Pentachloroanisole,Lab,1825-21-4      ,SUBST,,
Pentachlorobenzene,Lab,608-93-5       ,SUBST,,
Pentachlorocyclopentadiene,Lab,25329-35-5     ,SUBST,"1,3-Cyclopentadiene, 1,2,3,4,5-pentachl*",Synonym
Pentachloroethane,Lab,76-01-7        ,SUBST,,
Pentachloronitrobenzene,Lab,82-68-8        ,SUBST,PCNB,Synonym
Pentachlorophenol,Lab,87-86-5        ,SUBST,PCP,Synonym
Pentachlorophenol,Lab,87-86-5        ,SUBST,Dowicide 7,Trade Name
Pentacosane,Lab,629-99-2       ,SUBST,,
Pentadecanal-,,11/9/2765,SUBST,,
Pentadecane,Lab,629-62-9       ,SUBST,,
"Pentadecane, 2,6,10,14-Tetra",Lab,1921-70-6      ,SUBST,,
Pentadecanoic acid,Lab,1002-84-2      ,SUBST,,
"Pentadecanoic Acid, 14-Methyl-, Methyl Ester",Lab,5129-60-2      ,SUBST,,
Pentafluorobenzene,Lab,363-72-4       ,SUBST,,
"Pentanal, 2-methyl-",Lab,123-15-9       ,SUBST,,
Pentane (Acn)(Dot),Lab,109-66-0       ,SUBST,,
"Pentane, 2,2,3,3-tetramethyl-",Lab,7154-79-2      ,SUBST,,
"Pentane, 2,2,4,4-Tetramethyl-",Lab,1070-87-7      ,SUBST,,
"Pentane, 2,2-dimethyl",Lab,590-35-2       ,SUBST,,
"Pentane, 2,3,3-Trimethyl-",Lab,560-21-4       ,SUBST,,
"Pentane, 2,3,4-Trimethyl-",Lab,565-75-3       ,SUBST,,
"Pentane, 2,3-Dimethyl-",Lab,565-59-3       ,SUBST,,
"Pentane, 2,4-Dimethyl-",Lab,108-08-7       ,SUBST,,
"Pentane, 2-bromo-",Lab,107-81-3       ,SUBST,,
"Pentane, 2-Methyl-",Lab,107-83-5       ,SUBST,,
"Pentane, 3,3-dimethyl",Lab,562-49-2       ,SUBST,,
"Pentane, 3-ethyl",Lab,617-78-7       ,SUBST,,
"Pentane, 3-Methyl-",Lab,96-14-0        ,SUBST,,
"Pentane, 3-methylene-",Lab,760-21-4       ,SUBST,,
Pentatriacontane,Lab,630-07-9       ,SUBST,,
Perchlorate,Lab,14797-73-0     ,SUBST,,
Perchloric acid,Lab,7601-90-3      ,SUBST,,
Perfluorobutane sulfonate,Lab,45187-15-3     ,SUBST,Perfluorobutanesulfonate,Synonym
Perfluorobutane sulfonic acid,Lab,375-73-5       ,SUBST,"1-Butanesulfonic acid, 1,1,2,2,3,3,4,4,4-nonafluoro-",Synonym
Perfluorobutanoic acid,Lab,375-22-4       ,SUBST,"Butanoic acid, heptafluoro-",Synonym
Perfluorobutanoic acid,Lab,375-22-4       ,SUBST,PFBA,Synonym
Perfluorobutanoic acid,Lab,375-22-4       ,SUBST,Perfluorobutyric acid,Synonym
Perfluorobutanoic acid,Lab,375-22-4       ,SUBST,Heptafluorobutyric acid,Synonym
Perfluorobutanoic acid,Lab,375-22-4       ,SUBST,Perfluorobutanoate,Synonym
Perfluorodecane sulfonate,Lab,,SUBST,,
Perfluorodecanoic acid,Lab,335-76-2       ,SUBST,"Decanoic acid, nonadecafluoro-",Synonym
Perfluorodecanoic acid,Lab,335-76-2       ,SUBST,Perfluorodecanoate,Synonym
Perfluorodecanoic acid,Lab,335-76-2       ,SUBST,PFDA,Synonym
Perfluorododecanoic acid,Lab,307-55-1       ,SUBST,"Dodecanoic acid, 2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-tricosafluoro-",Synonym
Perfluorododecanoic acid,Lab,307-55-1       ,SUBST,Perfluorolauric acid,Synonym
Perfluorododecanoic acid,Lab,307-55-1       ,SUBST,PFDoA,Synonym
Perfluorododecanoic acid,Lab,307-55-1       ,SUBST,Perfluorododecanoate,Synonym
Perfluoroheptane,Lab,335-57-9,SUBST,"Heptane, hexadecafluoro-",Synonym
Perfluoroheptanoic acid,Lab,375-85-9       ,SUBST,Tridecafluoroheptanoic acid,Synonym
Perfluoroheptanoic acid,Lab,375-85-9       ,SUBST,Perfluoroheptanoate,Synonym
Perfluoroheptanoic acid,Lab,375-85-9       ,SUBST,"Heptanoic acid, tridecafluoro-",Synonym
Perfluoroheptanoic acid,Lab,375-85-9       ,SUBST,PFHpA,Synonym
Perfluorohexane sulfonate,Lab,108427-53-8    ,SUBST,Perfluorohexanesulfonate,Synonym
Perfluorohexane sulfonic acid,Lab,355-46-4       ,SUBST,"1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-",Synonym
Perfluorohexane sulfonic acid,Lab,355-46-4       ,SUBST,Perfluorohexanesulfonic acid,Synonym
Perfluorohexanoic acid,Lab,307-24-4       ,SUBST,Perfluorohexanoate,Synonym
Perfluorohexanoic acid,Lab,307-24-4       ,SUBST,PFHxA,Synonym
Perfluorohexanoic acid,Lab,307-24-4       ,SUBST,"Hexanoic acid, undecafluoro-",Synonym
Perfluorononanoic acid,Lab,375-95-1       ,SUBST,PFNA,Synonym
Perfluorononanoic acid,Lab,375-95-1       ,SUBST,Perfluorononanoate,Synonym
Perfluorononanoic acid,Lab,375-95-1       ,SUBST,"Nonanoic acid, heptadecafluoro-",Synonym
Perfluorooctane sulfonamide,Lab,754-91-6       ,SUBST,Perfluorooctanesulfonamide,Synonym
Perfluorooctane sulfonamide,Lab,754-91-6       ,SUBST,"1-Octanesulfonamide, 1,1,2,2,3,3,4,4,5,5,6,6,7, 7,8,8,8-heptadecafluoro-",Synonym
Perfluorooctane sulfonate,Lab,45298-90-6     ,SUBST,"1-Octanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-, ion(1-)",Synonym
Perfluorooctane sulfonate,Lab,45298-90-6     ,SUBST,Perfluorooctanesulfonate,Synonym
Perfluorooctane sulfonic acid,Lab,1763-23-1      ,SUBST,"1-Octanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,7, 7,8,8,8-heptadecafluoro-",Synonym
Perfluorooctanoate,Lab,45285-51-6     ,SUBST,,
Perfluorooctanoic acid,Lab,335-67-1       ,SUBST,"Octanoic acid, pentadecafluoro-",Synonym
Perfluorooctanoic acid,Lab,335-67-1       ,SUBST,PFOA,Synonym
Perfluoropentanoic acid,Lab,2706-90-3      ,SUBST,"Pentanoic acid, nonafluoro-",Synonym
Perfluoropentanoic acid,Lab,2706-90-3      ,SUBST,PFPA,Synonym
Perfluoropentanoic acid,Lab,2706-90-3      ,SUBST,Perfluoropentanoate,Synonym
Perfluoropentanoic acid,Lab,2706-90-3      ,SUBST,Perfluorovaleric acid,Synonym
Perfluoroundecanoic acid,Lab,2058-94-8      ,SUBST,Perfluoroundecanoate,Synonym
Perfluoroundecanoic acid,Lab,2058-94-8      ,SUBST,PFUnA,Synonym
Perfluoroundecanoic acid,Lab,2058-94-8      ,SUBST,Uncosafluoro-1-undecanoic acid,Synonym
Permethrin,Lab,52645-53-1     ,SUBST,"Permethrin, mixed cis, trans",Synonym
Permethrin,Lab,52645-53-1     ,SUBST,"Cyclopropanecarboxylic acid, 3-(2,2-dichloroethenyl)-2,2-dimethyl-, (3-phenoxyphenyl) methyl ester",Synonym
Perthane,Lab,72-56-0        ,SUBST,Ethylan,Synonym
Perthane,Lab,72-56-0        ,SUBST,"Benzene, 1,1'-(2,2-dichloroethylidene)bis[4-ethyl-",Synonym
Perylene,Lab,198-55-0       ,SUBST,,
Perylene-D12,Lab,1520-96-3      ,SUBST,,
PFC Algae,,,SUBST,Status and Trends Habitat Monitoring (STM) - Percent of transects observed at each site that contain any fish cover from filamentous algae.,Synonym
PFC Artificial,,,SUBST,Status and Trends Habitat Monitoring (STM) - Percent of transects observed at each site that contain any fish cover from artificial structures.,Synonym
PFC Big,,,SUBST,"Status and Trends Habitat Monitoring (STM) - Percent of transects observed at each site that contain any fish cover from artificial structures, boulders, live trees or roots, large woody debris, or undercut banks.",Synonym
PFC Boulders,,,SUBST,Status and Trends Habitat Monitoring (STM) - Percent of transects observed at each site that contain any fish cover from boulders.,Synonym
PFC Brush,,,SUBST,Status and Trends Habitat Monitoring (STM) - Percent of transects observed at each site that contain any fish cover from brush.,Synonym
PFC Bryophytes,,,SUBST,Status and Trends Habitat Monitoring (STM) - Percent of transects observed at each site that contain any fish cover from bryophytes.,Synonym
PFC LWD,,,SUBST,Status and Trends Habitat Monitoring (STM) - Percent of transects observed at each site that contain any fish cover from large woody debris.,Synonym
PFC Macrophytes,,,SUBST,Status and Trends Habitat Monitoring (STM) - Percent of transects observed at each site that contain any fish cover from macrophytes.,Synonym
PFC Natural,,,SUBST,"Status and Trends Habitat Monitoring (STM) - Percent of transects observed at each site that contain any fish cover, excluding cover from artificial structures.",Synonym
PFC NoAqVeg,,,SUBST,"Status and Trends Habitat Monitoring (STM) - Percent of transects observed at each site that contain any fish cover, excluding cover from bryophytes, macrophytes or filamentous algae.",Synonym
PFC OvHgVeg,,,SUBST,Status and Trends Habitat Monitoring (STM) - Percent of transects observed at each site that contain any fish cover from overhanging vegetation.,Synonym
PFC TreesRoots,,,SUBST,Status and Trends Habitat Monitoring (STM) - Percent of transects observed at each site that contain any fish cover from large trees or roots.,Synonym
PFC Undercut,,,SUBST,Status and Trends Habitat Monitoring (STM) - Percent of transects observed at each site that contain any fish cover from undercut banks.,Synonym
pH,Field and Lab,,MISC,,
Phaeophytin a,Field and Lab,,SUBST,,
Phenacetin,Lab,62-44-2        ,SUBST,"Acetamide, N-(4-ethoxyphenyl)-",Synonym
Phenanthrene,Lab,85-01-8        ,SUBST,,
"Phenanthrene, 1,2,3,4,4a,9,10,10a-Octahydro-1,1,4a-Tri",Lab,19407-28-4     ,SUBST,,
"Phenanthrene, 2,3,5-Trimethyl-",Lab,3674-73-5      ,SUBST,,
"Phenanthrene, 2,3-Dimethyl-",Lab,3674-65-5      ,SUBST,,
"Phenanthrene, 2,5-Dimethyl-",Lab,3674-66-6      ,SUBST,,
"Phenanthrene, 2,7-dimethyl",Lab,1576-69-8      ,SUBST,,
"Phenanthrene, 3,6-Dimethyl-",Lab,1576-67-6      ,SUBST,,
"Phenanthrene, 4,5-Dimethyl-",Lab,3674-69-9      ,SUBST,,
"Phenanthrene, 9,10-dihydro-",Lab,776-35-2       ,SUBST,,
"Phenanthrene, 9-Methyl-",Lab,883-20-5       ,SUBST,,
Phenanthrene-D10,Lab,1517-22-2      ,SUBST,,
Phenmedipham,Lab,13684-63-4     ,SUBST,"Carbamic acid, (3-methylphenyl)-, 3-[(methoxycarbonyl)amino] phenyl ester",Synonym
"Pheno, 4-heptyl-",Lab,1987-50-4      ,SUBST,,
Phenol,Lab,108-95-2       ,SUBST,"Benzene, hydroxy-",Synonym
Phenol,Lab,108-95-2       ,SUBST,Carbolic acid,Synonym
"Phenol, 2,3,6-Trimethyl-",Lab,2416-94-6      ,SUBST,,
"Phenol, 2,4,6-trimethyl-",Lab,527-60-6       ,SUBST,,
"Phenol, 2,4,6-tris(1,1-dimethylethyl)-",Lab,732-26-3       ,SUBST,,
"Phenol, 2,4-Bis(1,1-Dimethylethyl)",Lab,96-76-4        ,SUBST,,
"Phenol, 2,6-bis(1,1-dimethy",Lab,128-37-0       ,SUBST,,
"Phenol, 2,6-Bis(1,1-Dimethylethyl)-",Lab,128-39-2       ,SUBST,"2,6-Di-tert-butylphenol",Synonym
"Phenol, 2,6-Dimethyl-",Lab,576-26-1       ,SUBST,,
"Phenol, 2-(1,1-dimethylethyl)-5-methyl-",Lab,88-60-8        ,SUBST,,
"Phenol, 2-Ethyl-",Lab,90-00-6        ,SUBST,,
"Phenol, 2-Ethyl-6-Methyl-",Lab,1687-64-5      ,SUBST,,
"Phenol, 2-Methyl-4-(1,1,3,3-Tetramethylbutyl)-",Lab,2219-84-3      ,SUBST,,
"Phenol, 3,4-dimethyl",Lab,95-65-8        ,SUBST,,
"Phenol, 3,5-Dimethyl-",Lab,108-68-9       ,SUBST,,
"Phenol, 3-(1-methylethyl)-",Lab,618-45-1       ,SUBST,,
"Phenol, 3-(Dimethylethyl)",Lab,585-34-2       ,SUBST,3-tert-Butylphenol,Synonym
"Phenol, 3-methyl-5-(1-methylethyl)-, methylcarbamate",Lab,2631-37-0      ,SUBST,Promecarb,Synonym
"Phenol, 4-(1,1,3,3-Tetramethylbutyl)-",Lab,140-66-9       ,SUBST,,
"Phenol, 4-(1,1-Dimethyl Ethyl)-",Lab,98-54-4        ,SUBST,,
"Phenol, 4-(1,1-dimethylpropyl)-",Lab,80-46-6        ,SUBST,p-tert-Amylphenol,Synonym
"Phenol, 4-(1-methylethyl)",Lab,99-89-8        ,SUBST,,
"Phenol, 4-(1-methylethyl)-, acetate",Lab,2664-32-6      ,SUBST,,
"Phenol, 4-(2,2,3,3-Tetramethylbutyl)-",Lab,54932-78-4     ,SUBST,,
"Phenol, 4-(3-hydroxy-1-propenyl)-2-methoxy-",Lab,458-35-5       ,SUBST,,
"Phenol, 4-amino-",Lab,123-30-8       ,SUBST,,
"Phenol, 4-Chloro-2-(Phenylmethyl)-",Lab,120-32-1       ,SUBST,o-Benzyl-p-chlorophenol,Synonym
"Phenol, 4-Chloro-2-(Phenylmethyl)-",Lab,120-32-1       ,SUBST,Ortho-benzyl-para-chlorophenol,Synonym
"Phenol, 4-Chloro-3,5-Dimethyl-",Lab,88-04-0        ,SUBST,,
"Phenol, 4-dodecyl-",Lab,104-43-8       ,SUBST,,
"Phenol, 4-nonyl-",Lab,104-40-5       ,SUBST,p-Nonylphenol,Synonym
"Phenol, 4-nonyl-",Lab,104-40-5       ,SUBST,4-Nonylphenol,Synonym
"Phenol, 4-nonyl-, branched",Lab,84852-15-3     ,SUBST,Branched p-nonylphenol,Synonym
"Phenol, Nonyl-",Lab,25154-52-3     ,SUBST,,
Phenol-d5,Lab,416-62-2       ,SUBST,,
Phenol-d6,,13127-88-3     ,SUBST,,
Phenolics,Lab,,SUBST,Phenols and phenolic compounds,Synonym
Phenothrin,Lab,26002-80-2     ,SUBST,,
Phenylacetic Acid,Lab,103-82-2       ,SUBST,,
Phenylmercury Acetate,Lab,62-38-4        ,SUBST,PMA,Synonym
Phenylmercury Acetate,Lab,62-38-4        ,SUBST,"Mercury, (acetato-.kappa.O) phenyl-",Synonym
Pheophytin a,Lab,603-17-8       ,SUBST,"3-Phorbinepropanoic acid, 9-ethenyl-14-ethyl-21-(methoxycarbonyl)-4,8,13,18-tetramethyl-20-oxo-, (2E,7R,11R)-3,7,11,15-tetramethyl-2-hexadecenyl ester, (3S,4S,21R)-",Synonym
Pheopigments,Lab,,SUBST,,
Phorate,Lab,298-02-2       ,SUBST,,
Phorate O.A.,Lab,2600-69-3      ,SUBST,,
Phosalone,Lab,2310-17-0      ,SUBST,"Phosphorodithioic acid, S-[(6-chloro-2-*",Synonym
Phosmet,Lab,732-11-6       ,SUBST,"Phosphorodithioic acid, S-[(1,3-dihydro-1,3-dioxo-2H-isoindol-2-yl)methyl] O,O-dimethyl ester",Synonym
Phosmet,Lab,732-11-6       ,SUBST,Imidan,Synonym
Phosmetoxon,Lab,3735-33-9      ,SUBST,Phosmet O Analog,Synonym
Phosmetoxon,Lab,3735-33-9      ,SUBST,Phosmet O.A.,Synonym
Phosphamidon (E-isomer),Lab,297-99-4       ,SUBST,trans-Phosphamidon,Synonym
Phosphamidon (E-isomer),Lab,297-99-4       ,SUBST,(E)-Phosphamidon,Synonym
Phosphamidon (mixed isomers),Lab,13171-21-6     ,SUBST,"Phosphoric acid, 2-chloro-3-(diethylamino)-1-methyl-3-oxo-1-propenyl dimethyl ester",Synonym
Phosphate,Field and Lab,14265-44-2     ,SUBST,"Phosphate, Total",Synonym
"Phosphonic Acid, Dioctadecyl",Lab,19047-85-9     ,SUBST,,
Phosphoric Acid Tributyl Ester,Lab,126-73-8       ,SUBST,Tributyl phosphate,Synonym
"Phosphoric acid, diethyl es",Lab,598-02-7       ,SUBST,,
"Phosphoric Acid, Triethyl Ester",Lab,78-40-0        ,SUBST,,
"Phosphorothioate, 0,0-Diethyl-0-[2-Pyrazinyl]-",Lab,297-97-2       ,SUBST,,
Phosphorus,Lab,7723-14-0      ,SUBST,,
Photosynthetically active radiation,Field,,MISC,,
"Phthalates, total",Lab,,SUBST,"1,2-Benzenedicarboxylic acid esters",Synonym
Phthalic Anhydride,Lab,85-44-9        ,SUBST,,
Physostigmine,Lab,57-47-6        ,SUBST,Eserine,Trade Name
Phytane,Lab,638-36-8       ,SUBST,,
Phytol,Lab,150-86-7       ,SUBST,,
Phytoplankton,Lab,,TAX,,
Picloram,Lab,2/1/1918,SUBST,"2-Pyridinecarboxylic acid, 4-amino-3,5,*",Synonym
"Picoline, 2-",Lab,109-06-8       ,SUBST,,
Picramic Acid,Lab,96-91-3        ,SUBST,"Phenol, 2-amino-4,6-dinitro-",Synonym
Picric Acid,Lab,88-89-1        ,SUBST,"Phenol, 2,4,6-trinitro-",Synonym
Pimaric Acid,Lab,127-27-5       ,SUBST,,
Piperonyl butoxide,Lab,51-03-6        ,SUBST,"Butoxide, Piperonyl",Synonym
Pirimiphos-methyl,Lab,29232-93-7     ,SUBST,"Phosphorothioic acid, O-[2-(diethylamino)-6-methyl-4-pyrimidinyl] O,O-dimethyl ester",Synonym
Plastic Limit,Lab,,SUBST,Atterberg Limit - Plastic,Synonym
Plasticity Index (Liquid Limit - Plastic Limit),Lab,,SUBST,Plasticity Index,Synonym
Plasticity Index (Liquid Limit - Plastic Limit),Lab,,SUBST,Atterberg Limit - Plasticity Index,Synonym
Platinum-Cobalt Color,Field and Lab,,MISC,Apha-Hazen Scale,Synonym
Platinum-Cobalt Color,Field and Lab,,MISC,Pt/Co Scale,Synonym
Platinum-Cobalt Color,Field and Lab,,MISC,Color as Platinum-Cobalt,Synonym
Platinum-Cobalt Color,Field and Lab,,MISC,Platinum-Cobalt Scale,Synonym
Plutonium 239,Lab,15117-48-3     ,RAD,,
Plutonium-238,Lab,13981-16-3     ,RAD,,
Plutonium-239/240,Lab,,RAD,,
Polychlorinated terphenyls,Lab,61788-33-8     ,SUBST,Total PCTs,Synonym
Polychlorinated terphenyls,Lab,61788-33-8     ,SUBST,PCT,Synonym
Polychlorinated terphenyls,Lab,61788-33-8     ,SUBST,Sum of PCTs,Synonym
Polycyclic aromatic hydrocarbons (PAH),Lab,130498-29-2    ,SUBST,"PAH, total",Synonym
Polymeric diphenylmethane diisocyanate,Lab,9016-87-9      ,SUBST,"Isocyanic acid, polymethylenepolyphenylene ester",Synonym
Porosity,Lab,,MISC,,
Potassium,Lab,9/7/7440,SUBST,,
Potassium perchlorate,Lab,7778-74-7      ,SUBST,"Perchloric acid, potassium salt",Synonym
PPN CanBrdlf,Field and Lab,,MISC,,
PPN CanConif,Field and Lab,,MISC,,
PPN CanDecid,Field and Lab,,MISC,,
PPN CanMixed,Field and Lab,,MISC,,
PPN Canopy,Field and Lab,,MISC,,
PPN CanUnderstoryGnd,Field and Lab,,MISC,,
PPN Ground,Field and Lab,,MISC,,
PPN RipVegAboveGnd,Field and Lab,,MISC,,
PPN Understory,Field and Lab,,MISC,,
PPN UnderstoryBrdlf,Field and Lab,,MISC,,
PPN UnderstoryConif,Field and Lab,,MISC,,
PPN UnderstoryDecid,Field and Lab,,MISC,,
PPN UnderstoryMixed,Field and Lab,,MISC,,
Precipitation,Field,,LEN,,
Precipitation (24 hour),Field,,LEN,,
Prednisolone,Lab,50-24-8        ,SUBST,,
Prednisone,Lab,53-03-2        ,SUBST,,
"Pregn-4-ene-3,20-dione, 19,21-dihydroxy-",Lab,2394-23-2      ,SUBST,19-Hydroxydesoxycorticosterone,Synonym
"Pregna-5,16-dien-20-one, 3-hydroxy-, (3.beta.)-",Lab,1162-53-4      ,SUBST,,
Preserved Total Solids,Lab,,SUBST,,
Primicarb,Lab,23103-98-2     ,SUBST,"Carbamic acid, dimethyl-, 2-(dimethylamino)-5,6-dimethyl-4-pyrimidinyl ester",Synonym
Prochloraz,Lab,67747-09-5     ,SUBST,"1H-Imidazole-1-carboxamide, N-propyl-N-[2-(2,4,6-trichlorophenoxy) ethyl]-",Synonym
Prodiamine,Lab,29091-21-2     ,SUBST,"1,3-Benzenediamine, 2,6-dinitro-N1,N1-dipropyl-4-(trifluoromethyl)-",Synonym
Profluralin,Lab,26399-36-0     ,SUBST,,
Progesterone,Lab,57-83-0        ,SUBST,"Pregn-4-ene-3,20-dione",Synonym
Promethazine,Lab,60-87-7        ,SUBST,,
Prometon,Lab,1610-18-0      ,SUBST,Pramitol,Trade Name
Prometryn,Lab,7287-19-6      ,SUBST,,
Pronamide (Kerb),Lab,23950-58-5     ,SUBST,U192,RCRA Waste Number
Pronamide (Kerb),Lab,23950-58-5     ,SUBST,"Benzamide, 3,5-dichloro-N-(1,1-dimethyl-2-propynyl)-",Synonym
Pronamide (Kerb),Lab,23950-58-5     ,SUBST,KERB,Trade Name
Propachlor (Ramrod),Lab,1918-16-7      ,SUBST,,
Propanal,Lab,123-38-6       ,SUBST,,
Propane,Field and Lab,74-98-6        ,SUBST,,
"Propane, 1,1-dichloro-",Lab,78-99-9        ,SUBST,"1,1-Dichloropropane",Synonym
"Propane, 1-(1-methylethoxy)-",Lab,627-08-7       ,SUBST,,
"Propane, 2,2-Dimethyl-",Lab,463-82-1       ,SUBST,,
"Propane, 2-(Ethenyloxy)-",,926-65-8       ,SUBST,,
"Propane, 2-Ethoxy-2-Methyl-",Lab,637-92-3       ,SUBST,Ethyl tert-butyl ether,Synonym
Propanil,Lab,709-98-8       ,SUBST,"Propanamide, N-(3,4-dichlorophenyl)-",Synonym
"Propanoic Acid, 2-Methyl-, 1-(1,1-Dimethylethyl)-2-Met",Lab,74381-40-1     ,SUBST,,
"Propanoic acid, 2-methyl-, 2,2-dimethyl-1-(2-hydroxy-1",Lab,74367-33-2     ,SUBST,,
"Propanoic Acid, 2-Methyl-, 2-Ethyl-3-Hydroxyhexyl Este",Lab,74367-31-0     ,SUBST,,
Propargite,Lab,2312-35-8      ,SUBST,"Sulfurous acid, 2-[4-(1,1-dimethylethyl)phenoxy]cyclohexyl 2-propynyl ester",Synonym
Propazine,Lab,139-40-2       ,SUBST,,
Propetamphos,Lab,31218-83-4     ,SUBST,,
Propham,Lab,122-42-9       ,SUBST,"Carbamic acid, phenyl-, 1-methylethyl ester",Synonym
Propiconazole,Lab,60207-90-1     ,SUBST,"1H-1,2,4-Triazole, 1-[[2-(2,4-dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-",Synonym
Propionitrile,Lab,107-12-0       ,SUBST,,
Propoxur,Lab,114-26-1       ,SUBST,Baygon,Synonym
Propoxur,Lab,114-26-1       ,SUBST,"Phenol, 2-(1-methylethoxy)-,methylcarbamate",Synonym
Propoxyphene,Lab,469-62-5       ,SUBST,,
Propranolol,Lab,525-66-6       ,SUBST,,
Propyl paraben,Lab,94-13-3        ,SUBST,,
Propylene Glycol,Lab,57-55-6        ,SUBST,,
Propylene glycol 1-methyl ether,Lab,107-98-2       ,SUBST,Propylene glycol monomethyl ether,Synonym
Propylene glycol 1-methyl ether,Lab,107-98-2       ,SUBST,"2-Propanol, 1-methoxy-",Synonym
PWP Ag,Field and Lab,,MISC,,
PWP All,Field and Lab,,MISC,,
PWP Bldg,Field and Lab,,MISC,,
PWP Clear,Field and Lab,,MISC,,
PWP Crop,Field and Lab,,MISC,,
PWP Dike,Field and Lab,,MISC,,
PWP Lawn,Field and Lab,,MISC,,
PWP Log,Field and Lab,,MISC,,
PWP Mine,Field and Lab,,MISC,,
PWP Path,Field and Lab,,MISC,,
PWP Pave,Field and Lab,,MISC,,
PWP Pipe,Field and Lab,,MISC,,
PWP Range,Field and Lab,,MISC,,
PWP Trash,Field and Lab,,MISC,,
PWP Unpav,Field and Lab,,MISC,,
Pyraclostrobin,Lab,175013-18-0    ,SUBST,"Carbamic acid, [2-[[[1-(4-chlorophenyl)-1H-pyrazol-3-yl]oxy]methyl]phenyl]methoxy-,methyl ester",Synonym
